Município;Estado;Apólices contratadas;Total de Importância segurada (R$ mil);Total de Subvenção (R$ mil);Apólices indenizadas;índice de sinistralidade;grupo;grupo5;mun;uf;;;
Palmeira das Missões;Rio Grande do Sul;65;22941139,3;807765,9;14;0,160056041;3;4;4313706;43;;;
Palmeirinha;-;4;2450000;83671,9;2;2,704672269;0;3;0;-;;;
Palmital;Paraná;8;1886679;41791,7;1;2,158471034;0;3;4117800;41;;;
Palmitinho;Rio Grande do Sul;2;71500;2407,2;1;3,832221038;0;3;4313805;43;;;
Palmitópolis;-;1;107662,2;2664,6;1;0,709984125;0;3;0;-;;;
Palotina;Paraná;301;45651701,4;1653267,5;93;0,959753793;1;0;4117909;41;;;
Panambi;Rio Grande do Sul;37;5314040,7;160637,3;2;0,066987227;0;3;4313904;43;;;
Panema;-;2;137998,6;8197,1;2;1,044626094;0;3;0;-;;;
Pantano Grande;Rio Grande do Sul;15;3784443,8;104667,7;2;0,427723713;0;3;4313953;43;;;
Papanduva;Santa Catarina;25;3564738,5;154365,4;6;1,314949012;0;3;4212205;42;;;
Paranacity;Paraná;41;3061630,9;126632,4;33;4,615608817;0;3;4118105;41;;;
Paranapoema;Paraná;20;4947976,1;148133;15;5,867092601;0;3;4118303;41;;;
Paranavaí;Paraná;2;598744,7;25151,2;2;4,946566306;0;3;4118402;41;;;
Paraí;Rio Grande do Sul;16;946505,5;32830;8;1,2307318;0;3;4314001;43;;;
Paraíso;Santa Catarina;6;241759,1;8280,3;2;0,366558699;0;3;4212239;42;;;
Paraíso do Norte;Paraná;22;1925823;75266,1;13;4,163709859;0;3;4118006;41;;;
Paraíso do Sul;Rio Grande do Sul;1;337053,6;8342,1;0;0;0;3;4314027;43;;;
Passinhos;-;1;354372,9;25116,2;0;0;0;3;0;-;;;
Passo Fundo;Rio Grande do Sul;39;7157333,7;200599,1;4;0,043365691;0;1;4314100;43;;;
Passo de Torres;Santa Catarina;2;393000;4838,9;1;0,904119894;0;3;4212254;42;;;
Passo do Sobrado;Rio Grande do Sul;10;1445520,8;23431,5;1;0,064112805;0;3;4314076;43;;;
Passos Maia;Santa Catarina;7;2242231,9;71526;0;0;0;3;4212270;42;;;
Pato Bragado;Paraná;20;2484323,4;99100,4;4;0,759725581;0;3;4118451;41;;;
Pato Branco;Paraná;50;5057885,9;174527,6;10;0,34531619;0;3;4118501;41;;;
Paula Freitas;Paraná;15;2830589,5;93673,3;1;0,264890146;0;3;4118600;41;;;
Paulo Bento;Rio Grande do Sul;1;30000;999;0;0;0;3;4314134;43;;;
Paulo Frontin;Paraná;13;860888,6;19638,6;0;0;0;3;4118709;41;;;
Peabiru;Paraná;203;28958145,8;793330,7;102;2,730858965;3;4;4118808;41;;;
Pedras Altas;Rio Grande do Sul;10;2269642,6;84062,1;2;0,854755968;0;3;4314175;43;;;
Pedras Grandes;Santa Catarina;1;35250;454;0;0;0;3;4212403;42;;;
Pedro Osório;Rio Grande do Sul;6;1506602,2;49649,5;0;0;0;3;4314209;43;;;
Pejuçara;Rio Grande do Sul;82;24518758,4;878252,2;29;0,564908289;3;4;4314308;43;;;
Pelotas;Rio Grande do Sul;9;3156494,2;101988,3;0;0;0;3;4314407;43;;;
Pericó;-;1;257600;21908,9;0;0;0;3;0;-;;;
Perobal;Paraná;55;15600628,4;470029,7;43;3,996481031;3;1;4118857;41;;;
Petrolândia;Santa Catarina;31;3022497,3;126686,6;1;0,057350247;0;3;4212700;42;;;
Picada Café;Rio Grande do Sul;3;55042;1116,7;0;0;0;3;4314423;43;;;
Pinhal;Rio Grande do Sul;2;180000;7505,5;0;0;0;3;4314456;43;;;
Pinhal Grande;Rio Grande do Sul;36;5197199,1;177512,3;6;0,117868078;0;3;4314472;43;;;
Pinhal da Serra;Rio Grande do Sul;19;1910798,8;70364,5;0;0;0;3;4314464;43;;;
Pinhal de São Bento;Paraná;2;52223,6;1794,6;1;0,631177754;0;3;4119251;41;;;
Pinhalão;Paraná;18;6179874,1;143583,2;2;0,024643209;0;1;4119202;41;;;
Pinheirinho do Vale;Rio Grande do Sul;1;27132,5;968,8;0;0;0;3;4314498;43;;;
Pinheiro Machado;Rio Grande do Sul;13;4423307,2;157636,8;3;0,716597094;0;3;4314506;43;;;
Pinheiro Preto;Santa Catarina;24;2835350;181518,8;0;0;0;3;4213005;42;;;
Pinhão;Paraná;69;18710798,1;430167;0;0;3;4;4119301;41;;;
Pinto Bandeira;Rio Grande do Sul;435;48874115,8;1664074;317;4,362358157;1;0;4314548;43;;;
Piquiri;-;2;260944,1;8759,9;0;0;0;3;0;-;;;
Pirapó;Rio Grande do Sul;2;294050;18826,5;2;2,326404807;0;3;4314555;43;;;
Piratini;Rio Grande do Sul;32;7180136,9;257406,3;4;0,448681598;0;1;4314605;43;;;
Piraí do Sul;Paraná;50;14501499,2;317207,6;2;0,161748705;3;1;4119400;41;;;
Pitanga;Paraná;166;36133422,9;833831,3;16;0,205967344;1;4;4119608;41;;;
Pitangueiras;Paraná;129;13117829,4;492425,1;66;2,264148142;3;1;4119657;41;;;
Pitangui;-;1;380083;22405,9;0;0;0;3;0;-;;;
Piên;Paraná;3;62000;2155,2;0;0;0;3;4119103;41;;;
Planaltina do Paraná;Paraná;9;840999,4;31745;1;0,343234412;0;3;4119707;41;;;
Planalto;Paraná;126;6627232,7;229705,7;39;1,305553205;0;1;4119806;41;;;
Ponta Grossa;Paraná;92;16705138,5;497848,1;4;0,385656451;3;4;4119905;41;;;
Ponte Alta;Santa Catarina;5;1096400;21079,5;0;0;0;3;4213302;42;;;
Ponte Alta do Norte;Santa Catarina;2;100000;1288;0;0;0;3;4213351;42;;;
Ponte Preta;Rio Grande do Sul;1;19203,7;950,6;0;0;0;3;4314787;43;;;
Pontão;Rio Grande do Sul;42;6760177,8;195458,9;2;0,038973129;0;1;4314779;43;;;
Porecatu;Paraná;10;1403685,2;62076,6;6;2,030025104;0;3;4120002;41;;;
Porto Amazonas;Paraná;13;4483733,2;164509,9;0;0;0;3;4120101;41;;;
Porto Barreiro;Paraná;3;313533,2;12231,6;0;0;0;3;4120150;41;;;
Porto União;Santa Catarina;4;727079,9;18752,4;0;0;0;3;4213609;42;;;
Portão;Rio Grande do Sul;1;1067950;11400,4;1;4,483598127;0;3;4314803;43;;;
Pouso Redondo;Santa Catarina;21;1669725,6;24808,8;5;0,587024304;0;3;4213708;42;;;
Prado Ferreira;Paraná;45;6643059,1;267779,9;23;1,754203572;0;1;4120333;41;;;
Praia Grande;Santa Catarina;69;5735537,8;72680,5;9;0,240468088;0;1;4213807;42;;;
Pranchita;Paraná;19;2046714;83521,5;1;0,706865361;0;3;4120358;41;;;
Presidente Castelo Branco;Paraná;18;2047113,8;63389,9;10;2,750325245;0;3;4120408;41;;;
Primeiro de Maio;Paraná;190;17697024,7;672802,9;81;2,436791342;3;4;4120507;41;;;
Protásio Alves;Rio Grande do Sul;17;1969819,6;82409,9;0;0;0;3;4315172;43;;;
Prudentópolis;Paraná;28;4697618,7;129501,3;2;0,082192055;0;3;4120606;41;;;
Pulador;-;1;157167,6;5990,5;0;0;0;3;0;-;;;
Putinga;Rio Grande do Sul;4;200470;6768,8;0;0;0;3;4315206;43;;;
Pérola;Paraná;1;214879,5;5318,3;1;9,278413322;0;3;4118907;41;;;
Pérola Independente;-;1;88822,1;5000;1;1,607347607;0;3;0;-;;;
Pérola d'Oeste;Paraná;3;181708,1;6306,9;0;0;0;3;4119004;41;;;
Pólo Petroquímico de Triunfo;-;2;967196,1;10324,8;2;20,40789844;0;3;0;-;;;
Quaraí;Rio Grande do Sul;7;1727238,2;40493,8;0;0;0;3;4315305;43;;;
Quarto Centenário;Paraná;132;27268441,7;918049,4;30;0,701685976;3;4;4120655;41;;;
Quatiguá;Paraná;2;166790,3;7691,2;1;3,294163766;0;3;4120705;41;;;
Quatro Irmãos;Rio Grande do Sul;6;413459,1;21178,6;1;0,14201615;0;3;4315313;43;;;
Quatro Pontes;Paraná;56;5719627;194096,9;22;2,676905489;0;1;4120853;41;;;
Quedas do Iguaçu;Paraná;30;3569294;111648;3;0,12401931;0;3;4120903;41;;;
Querência do Norte;Paraná;38;7476323,5;278101,6;20;2,014710326;0;1;4121000;41;;;
Quevedos;Rio Grande do Sul;36;8482712,9;258531,3;4;0,258142407;0;1;4315321;43;;;
Quilombo;Santa Catarina;4;604943,5;14799,2;0;0;0;3;4214201;42;;;
Quinta do Sol;Paraná;150;24530771,6;792861,7;84;2,40906247;3;4;4121109;41;;;
Quinze de Novembro;Rio Grande do Sul;5;1143624,1;34837,4;1;0,188675541;0;3;4315354;43;;;
Quitandinha;Paraná;5;369574,7;8938,8;0;0;0;3;4121208;41;;;
Ramilândia;Paraná;16;1492377,2;78415,7;3;0,137327546;0;3;4121257;41;;;
Rancho Alegre;Paraná;110;7956505,1;333102,4;25;0,829117542;0;1;4121307;41;;;
Rancho Alegre d'Oeste;Paraná;128;17373103,4;536628,6;47;1,188948271;3;4;4121356;41;;;
Rancho Queimado;Santa Catarina;1;60000,3;2678,4;0;0;0;3;4214300;42;;;
Realeza;Paraná;7;460294;22176,3;0;0;0;3;4121406;41;;;
Rebouças;Paraná;14;2524826;57289,9;1;0,633301431;0;3;4121505;41;;;
Redentora;Rio Grande do Sul;10;1124746,5;50422,6;5;0,424769103;0;3;4315404;43;;;
Renascença;Paraná;21;6172621,3;153633,7;4;0,500840449;0;1;4121604;41;;;
Reserva;Paraná;50;10490084,7;238949;11;0,496429121;3;1;4121703;41;;;
Reserva do Iguaçu;Paraná;34;6414568;147230,9;0;0;0;1;4121752;41;;;
Restinga Seca;-;18;3305773,4;91795,3;6;1,622442944;0;3;0;-;;;
Ribeirão Claro;Paraná;9;1550381,7;48224,1;1;0,319648466;0;3;4121802;41;;;
Ribeirão do Pinhal;Paraná;45;5727730,6;238929,7;32;2,656996787;0;1;4121901;41;;;
Rio Azul;Paraná;16;1094313,1;26759;0;0;0;3;4122008;41;;;
Rio Bom;Paraná;24;1937986,4;72498,5;3;0,491608556;0;3;4122107;41;;;
Rio Bonito do Iguaçu;Paraná;16;1588220,9;37320,4;0;0;0;3;4122156;41;;;
Rio Branco do Ivaí;Paraná;37;9231190,8;364881,3;19;2,090617638;0;1;4122172;41;;;
Rio Grande;Rio Grande do Sul;12;4414506,1;68132,4;0;0;0;3;4315602;43;;;
Rio Negrinho;Santa Catarina;12;2380817,8;75610,7;1;0,273771033;0;3;4215000;42;;;
Rio Negro;Paraná;10;695172;22487;1;0,08249389;0;3;4122305;41;;;
Rio Pardo;Rio Grande do Sul;35;11829827,3;279343,7;2;0,077651462;3;1;4315701;43;;;
Rio Rufino;Santa Catarina;9;1842910;106616,5;0;0;0;3;4215059;42;;;
Rio Toldo;-;3;54900;2188,6;3;0,783669166;0;3;0;-;;;
Rio das Antas;Santa Catarina;50;8200575,3;453751,5;13;0,406361342;0;1;4214409;42;;;
Rio do Oeste;Santa Catarina;3;315000;6352,9;0;0;0;3;4214607;42;;;
Rio do Salto;-;6;337445,9;19531,1;0;0;0;3;0;-;;;
Rio do Sul;Santa Catarina;1;62500;966,8;0;0;0;3;4214805;42;;;
Roca Sales;Rio Grande do Sul;7;353810,5;8153;3;1,947018954;0;3;4315800;43;;;
Rodeio Bonito;Rio Grande do Sul;3;290000;11518,7;1;2,726323397;0;3;4315909;43;;;
Rolador;Rio Grande do Sul;4;787745,6;43640,9;0;0;0;3;4315958;43;;;
Rolândia;Paraná;317;30980714,4;1164405,4;117;1,292970085;3;4;4122404;41;;;
Roncador;Paraná;144;19857882,6;605010,4;36;0,76543978;3;4;4122503;41;;;
Ronda Alta;Rio Grande do Sul;5;663148;30503,1;0;0;0;3;4316105;43;;;
Rondinha;Rio Grande do Sul;8;501400;18174,2;5;2,314187734;0;3;4316204;43;;;
Rondon;Paraná;4;502181,4;17621,8;2;0,915721815;0;3;4122602;41;;;
Roque Gonzales;Rio Grande do Sul;1;487687,5;16958,2;0;0;0;3;4316303;43;;;
Rosário do Ivaí;Paraná;55;4432334,5;161607,2;29;2,109384458;0;3;4122651;41;;;
Rosário do Sul;Rio Grande do Sul;30;13526992,2;368501;6;3,364393128;3;1;4316402;43;;;
Sabáudia;Paraná;204;14301571,2;552920,6;106;1,962484597;3;1;4122701;41;;;
Saldanha Marinho;Rio Grande do Sul;30;7245978,2;208407,6;8;0,73296944;0;1;4316436;43;;;
Salete;Santa Catarina;2;228300;18742,2;0;0;0;3;4215307;42;;;
Salgado Filho;Paraná;5;128000;6457,7;0;0;0;3;4122800;41;;;
Salto do Itararé;Paraná;1;23657,6;651,4;0;0;0;3;4122909;41;;;
Salto do Jacuí;Rio Grande do Sul;14;7314499;254477,8;1;0,165196643;0;1;4316451;43;;;
Salto do Lontra;Paraná;4;204481,1;6178,7;1;0,141894093;0;3;4123006;41;;;
Sananduva;Rio Grande do Sul;8;431923,7;10740,4;1;0,135478163;0;3;4316600;43;;;
Sangão;Santa Catarina;2;220000;2425,5;0;0;0;3;4215455;42;;;
Santa Amélia;Paraná;24;1915782,7;76288;14;2,462623369;0;3;4123105;41;;;
Santa Bárbara do Sul;Rio Grande do Sul;107;33565770,2;1130515,7;17;0,435678114;1;4;4316709;43;;;
Santa Cecília do Pavão;Paraná;62;4179429,5;167667,4;15;0,86247537;0;3;4123204;41;;;
Santa Cecília do Sul;Rio Grande do Sul;2;216080,1;6691,3;0;0;0;3;4316733;43;;;
Santa Cruz de Monte Castelo;Paraná;32;6345262,8;258530;20;2,42625127;0;1;4123303;41;;;
Santa Cruz do Sul;Rio Grande do Sul;1;190771,7;3338,5;0;0;0;3;4316808;43;;;
Santa Fé;Paraná;77;8765698,3;284095,7;52;3,007771452;0;1;4123402;41;;;
Santa Helena;Paraná;159;16967926,8;628858,6;67;1,334044829;3;4;4123501;41;;;
Santa Inês;Paraná;14;1520276,2;54754,5;9;3,281766122;0;3;4123600;41;;;
Santa Isabel do Ivaí;Paraná;16;3317488,8;114979,4;15;2,824673975;0;3;4123709;41;;;
Santa Izabel;-;1;207500;17647,9;1;1,284395997;0;3;0;-;;;
Santa Izabel do Oeste;Paraná;10;1358254;51602,4;3;1,276132418;0;3;4123808;41;;;
Santa Lúcia;Paraná;1;46901,8;2973,8;1;3,838011652;0;3;4123824;41;;;
Santa Lúcia do Piaí;-;19;4266803,1;239972,7;4;0,62482816;0;3;0;-;;;
Santa Margarida do Sul;Rio Grande do Sul;14;6125706,4;121979,8;7;1,248184558;0;1;4316972;43;;;
Santa Maria;Rio Grande do Sul;37;8319353,2;297392,7;3;0,166574198;0;1;4316907;43;;;
Santa Maria do Oeste;Paraná;58;9747056,4;225013,6;3;0,123141232;3;1;4123857;41;;;
Santa Mariana;Paraná;183;22733708,4;1063307,3;49;0,556312804;3;4;4123907;41;;;
Santa Mônica;Paraná;11;2194941,6;100786,8;7;1,078752265;0;3;4123956;41;;;
Santa Rosa;Rio Grande do Sul;4;415841,1;8646,7;0;0;0;3;4317202;43;;;
Santa Rosa do Sul;Santa Catarina;12;1487795;18784,8;1;0,721771016;0;3;4215653;42;;;
Santa Tereza;Rio Grande do Sul;173;13381003,5;329154,2;22;0,228241643;3;1;4317251;43;;;
Santa Tereza do Oeste;Paraná;95;13717930,1;592223,6;3;0,120438257;3;1;4124020;41;;;
Santa Terezinha;Santa Catarina;1;18399,8;237;0;0;0;3;4215679;42;;;
Santa Terezinha de Itaipu;Paraná;131;18894992,3;597950,6;29;0,814892801;3;4;4124053;41;;;
Santa Vitória do Palmar;Rio Grande do Sul;22;15204611,6;207507,6;0;0;3;1;4317301;43;;;
Santana da Boa Vista;Rio Grande do Sul;4;2096600;41551,5;0;0;0;3;4317004;43;;;
Santana do Itararé;Paraná;1;418069,4;13470,2;0;0;0;3;4124004;41;;;
Santana do Livramento;-;36;19713070;568517;1;3,87942E-05;3;4;0;-;;;
Santiago;Rio Grande do Sul;17;7828161,6;281945,7;1;0,264356941;0;1;4317400;43;;;
Santo Antônio da Patrulha;Rio Grande do Sul;17;6761389,9;65314,3;5;1,569693654;0;1;4317608;43;;;
Santo Antônio da Platina;Paraná;156;12899905;528313,8;103;2,580852414;3;1;4124103;41;;;
Santo Antônio das Missões;Rio Grande do Sul;45;9647149,8;335342,6;4;0,103949087;3;1;4317707;43;;;
Santo Antônio do Palma;Rio Grande do Sul;10;1150178,6;46800,3;4;0,968206806;0;3;4317558;43;;;
Santo Antônio do Palmital;-;1;91223,2;2257,8;0;0;0;3;0;-;;;
Santo Antônio do Paraíso;Paraná;64;10347390,9;394368,3;40;2,781566258;3;1;4124301;41;;;
Santo Antônio do Planalto;Rio Grande do Sul;57;11162120,9;398093,5;13;0,187758766;3;1;4317756;43;;;
Santo Antônio do Sudoeste;Paraná;4;285226,6;9076,7;1;2,277213144;0;3;4124400;41;;;
Santo Augusto;Rio Grande do Sul;41;7330728,5;244287,2;8;0,15661303;0;1;4317806;43;;;
Santo Expedito do Sul;Rio Grande do Sul;2;61550;2304,9;0;0;0;3;4317954;43;;;
Santo Inácio;Paraná;52;3557063,8;141787,5;41;3,759042912;0;3;4124509;41;;;
Santo Ângelo;Rio Grande do Sul;21;2843482,3;91947,6;5;0,523123979;0;3;4317509;43;;;
Sapiranga;Rio Grande do Sul;1;75000;774,4;0;0;0;3;4319901;43;;;
Sapopema;Paraná;9;1559236,6;42393;1;0,359585508;0;3;4126207;41;;;
Sarandi;Paraná;125;11595722;415069,7;34;0,731508153;3;1;4126256;41;;;
Seara;Santa Catarina;2;49685,8;1359,4;0;0;0;3;4217501;42;;;
Seberi;Rio Grande do Sul;3;366479,5;22006,6;2;1,757786253;0;3;4320206;43;;;
Sede Alvorada;-;2;51076,2;2968;2;2,25371115;0;3;0;-;;;
Sede Nova;Rio Grande do Sul;16;1657406,9;65551,1;1;0,039203767;0;3;4320230;43;;;
Segredo;Rio Grande do Sul;5;103305;4424,3;0;0;0;3;4320263;43;;;
Selbach;Rio Grande do Sul;11;387025,4;21332,7;0;0;0;3;4320305;43;;;
Selva;-;3;118403,8;6683,6;0;0;0;3;0;-;;;
Senador Salgado Filho;Rio Grande do Sul;1;42291;3045;0;0;0;3;4320321;43;;;
Sengés;Paraná;32;8589487,1;196083,2;4;0,969562929;0;1;4126306;41;;;
Sentinela do Sul;Rio Grande do Sul;1;332540,8;1759,4;0;0;0;3;4320354;43;;;
Serafina Corrêa;Rio Grande do Sul;2;33200,5;1546,3;0;0;0;3;4320404;43;;;
Serra Alta;Santa Catarina;1;55926,8;1736,5;0;0;0;3;4217550;42;;;
Serranópolis do Iguaçu;Paraná;32;2241223,9;93524,3;11;0,942477999;0;3;4126355;41;;;
Sertaneja;Paraná;95;19355985,6;769743,9;29;1,335469813;3;4;4126405;41;;;
Sertanópolis;Paraná;281;27820187,4;997592,5;100;1,375333994;3;4;4126504;41;;;
Sertão;Rio Grande do Sul;22;3177689,8;91435,9;0;0;0;3;4320503;43;;;
Sertão Santana;Rio Grande do Sul;1;19349,5;338,6;0;0;0;3;4320552;43;;;
Siderópolis;Santa Catarina;3;216500;2235,4;0;0;0;3;4217600;42;;;
Silveira Martins;Rio Grande do Sul;3;103441,5;3080,9;0;0;0;3;4320651;43;;;
Siqueira Campos;Paraná;5;474187,6;10469,3;0;0;0;3;4126603;41;;;
Sobradinho;Rio Grande do Sul;1;36660;890,8;0;0;0;3;4320701;43;;;
Soledade;Rio Grande do Sul;35;6266372,5;201511,6;1;0,021383183;0;1;4320800;43;;;
Sombrio;Santa Catarina;13;1762769,4;21179,5;0;0;0;3;4217709;42;;;
Sulina;Paraná;5;678700,5;14756,1;0;0;0;3;4126652;41;;;
São Bernardino;Santa Catarina;1;85812;3064,1;0;0;0;3;4215752;42;;;
São Borja;Rio Grande do Sul;142;45786081,2;1459346,7;16;0,308316513;1;0;4318002;43;;;
São Camilo;-;1;112598,2;3113,6;0;0;0;3;0;-;;;
São Carlos do Ivaí;Paraná;42;5323696,6;209436,7;24;2,431900928;0;3;4124608;41;;;
São Cristóvão do Sul;Santa Catarina;2;69000;888,7;0;0;0;3;4216057;42;;;
São Domingos;Santa Catarina;48;6590824;174443,6;2;0,195572353;0;1;4216107;42;;;
São Domingos do Sul;Rio Grande do Sul;1;75504,6;2515,9;1;3,098660323;0;3;4318051;43;;;
São Francisco de Assis;Rio Grande do Sul;19;5695688,4;149629,9;0;0;0;1;4318101;43;;;
São Francisco de Paula;Rio Grande do Sul;44;10946812,8;555351,9;18;0,676766987;3;1;4318200;43;;;
São Gabriel;Rio Grande do Sul;61;24877020,1;667038,7;17;0,704421068;3;4;4318309;43;;;
São Jerônimo;Rio Grande do Sul;20;7159079,3;173837,1;5;0,908597101;0;1;4318408;43;;;
São Jerônimo da Serra;Paraná;98;13317258,8;437712,4;52;1,67384539;3;1;4124707;41;;;
São Joaquim;Santa Catarina;735;130563938,2;10432116,5;103;0,187120171;2;2;4216503;42;;;
São Jorge;Rio Grande do Sul;59;4881279,5;155915,7;22;0,637033569;0;3;4318440;43;;;
São Jorge D'Oeste;Paraná;9;502562,7;14654,8;0;0;0;3;4125209;41;;;
São Jorge do Ivaí;Paraná;150;15850506,5;695874,8;58;1,596531834;3;1;4125308;41;;;
São Jorge do Patrocínio;Paraná;3;169563,1;4007,4;0;0;0;3;4125357;41;;;
São José;Santa Catarina;2;883750;31258,2;0;0;0;3;4216602;42;;;
São José da Boa Vista;Paraná;51;7046827,8;200123,3;2;0,023767043;0;1;4125407;41;;;
São José das Missões;Rio Grande do Sul;1;30240;1492,8;0;0;0;3;4318457;43;;;
São José das Palmeiras;Paraná;6;545666,7;29673,4;3;1,077830182;0;3;4125456;41;;;
São José do Cerrito;Santa Catarina;10;1706395,6;34871,5;0;0;0;3;4216800;42;;;
São José do Ouro;Rio Grande do Sul;42;6796385,5;141107,2;0;0;0;1;4318606;43;;;
São José dos Ausentes;Rio Grande do Sul;51;5771663,2;437321;13;0,256865554;0;1;4318622;43;;;
São João;Paraná;7;1422484,9;35108,3;1;2,918602115;0;3;4124806;41;;;
São João d'Oeste;-;4;402740;21031,1;1;0,111203752;0;3;0;-;;;
São João da Urtiga;Rio Grande do Sul;5;358090;19938;0;0;0;3;4318424;43;;;
São João do Ivaí;Paraná;97;11306504,9;390534,8;44;1,379044191;3;1;4125001;41;;;
São João do Sul;Santa Catarina;45;3886379,2;51320,2;3;0,099242036;0;3;4216404;42;;;
São João do Triunfo;Paraná;43;5623372,7;110472,2;2;0,122226981;0;1;4125100;41;;;
São Lourenço do Oeste;Santa Catarina;10;607279,8;21415,9;8;6,306438023;0;3;4216909;42;;;
São Lourenço do Sul;Rio Grande do Sul;17;13826221,1;139992,8;0;0;3;1;4318804;43;;;
São Ludgero;Santa Catarina;2;68940;3257,5;0;0;0;3;4217006;42;;;
São Luiz;-;2;303374,2;17863,1;0;0;0;3;0;-;;;
São Luiz Gonzaga;Rio Grande do Sul;44;10254553,3;379745,8;1;0,031062661;3;1;4318903;43;;;
São Manoel do Paraná;Paraná;3;381278,7;11215,4;2;3,728241157;0;3;4125555;41;;;
São Marcos;Rio Grande do Sul;325;22528109,1;718496,6;269;6,119735312;3;4;4319000;43;;;
São Martinho;Santa Catarina;14;1043720;38554,4;2;0,142871336;0;3;4217105;42;;;
São Martinho da Serra;Rio Grande do Sul;19;4578377,5;161259,5;0;0;0;3;4319125;43;;;
São Mateus do Sul;Paraná;210;19565571,7;377817,4;5;0,140253546;3;4;4125605;41;;;
São Miguel;-;1;39036,1;2074,6;0;0;0;3;0;-;;;
São Miguel das Missões;Rio Grande do Sul;52;11150203,1;365876,8;5;0,19465315;3;1;4319158;43;;;
São Miguel do Iguaçu;Paraná;278;38253817,9;1418391,6;114;1,897404126;1;0;4125704;41;;;
São Nicolau;Rio Grande do Sul;15;4172498,2;170289,3;1;0,383091608;0;3;4319208;43;;;
São Pedro;-;15;1072214,1;48691,6;2;0,377676898;0;3;0;-;;;
São Pedro das Missões;Rio Grande do Sul;1;187691,9;5473,1;0;0;0;3;4319364;43;;;
São Pedro do Iguaçu;Paraná;118;11068109,1;332581,5;14;0,295725286;3;1;4125753;41;;;
São Pedro do Ivaí;Paraná;47;7972131,4;292149,7;12;0,949406244;0;1;4125803;41;;;
São Pedro do Sul;Rio Grande do Sul;19;4524746,4;117982,8;2;0,606892118;0;3;4319406;43;;;
São Sebastião da Amoreira;Paraná;65;7336753,4;354377,1;36;2,196432342;0;1;4126009;41;;;
São Sebastião do Caí;Rio Grande do Sul;1;64532;1568,1;0;0;0;3;4319505;43;;;
São Sepé;Rio Grande do Sul;43;12148598,9;424792,4;5;0,596938506;3;1;4319604;43;;;
São Tomé;Paraná;16;640247,1;29530,5;13;2,167882038;0;3;4126108;41;;;
São Valentim;Rio Grande do Sul;11;698435,8;19162,9;2;0,492926987;0;3;4319703;43;;;
São Valentim do Sul;Rio Grande do Sul;80;5765609,2;152697,3;17;0,693221218;0;1;4319711;43;;;
São Valério do Sul;Rio Grande do Sul;3;139200;5450,9;2;1,347223917;0;3;4319737;43;;;
São Vendelino;Rio Grande do Sul;2;159000;4948,1;0;0;0;3;4319752;43;;;
São Vicente do Sul;Rio Grande do Sul;65;14117719,9;415065,9;28;2,693561334;3;1;4319802;43;;;
Taió;Santa Catarina;16;1073420;16604,3;0;0;0;3;4217808;42;;;
Tamarana;Paraná;58;7224146,5;316739,5;16;0,607202585;0;1;4126678;41;;;
Tamboara;Paraná;4;736748,4;25628,1;3;4,213627385;0;3;4126702;41;;;
Tangará;Santa Catarina;67;4630032,2;298770,7;6;0,070640856;0;3;4217907;42;;;
Tapejara;Paraná;5;649221;16984,6;1;2,320675083;0;3;4126801;41;;;
Tapera;Rio Grande do Sul;11;821394,7;30395,6;1;0,007535317;0;3;4321006;43;;;
Tapes;Rio Grande do Sul;11;8677866,7;110022,3;2;0,102153479;0;1;4321105;43;;;
Tapira;Paraná;6;1362096,1;37921,3;0;0;0;3;4126900;41;;;
Taquara;Rio Grande do Sul;3;2107150;23041,9;2;1,017322383;0;3;4321204;43;;;
Taquara Verde;-;1;62500;2790;0;0;0;3;0;-;;;
Taquari;Rio Grande do Sul;12;4176448,2;42979,8;0;0;0;3;4321303;43;;;
Tavares;Rio Grande do Sul;1;512200;5467,7;0;0;0;3;4321352;43;;;
Teixeira Soares;Paraná;32;8481275,8;211886,9;0;0;0;1;4127007;41;;;
Telêmaco Borba;Paraná;2;293343;7192;0;0;0;3;4127106;41;;;
Tenente Portela;Rio Grande do Sul;6;857608,1;51279,9;2;1,296713711;0;3;4321402;43;;;
Terra Boa;Paraná;117;12436598,7;454660,4;74;3,063490641;3;1;4127205;41;;;
Terra Roxa;Paraná;219;43605296,2;1540045;114;2,14029077;1;0;4127403;41;;;
Terra de Areia;Rio Grande do Sul;1;302640;3230,7;0;0;0;3;4321436;43;;;
Teutônia;Rio Grande do Sul;2;63647,3;1530,7;0;0;0;3;4321451;43;;;
Tibagi;Paraná;155;50489842,2;1211644;16;0,290496029;1;0;4127502;41;;;
Tijucas;Santa Catarina;2;382400;4147,4;0;0;0;3;4218004;42;;;
Tijucas do Sul;Paraná;2;161912,5;4276;0;0;0;3;4127601;41;;;
Timbé do Sul;Santa Catarina;30;3160317,3;36486,1;0;0;0;3;4218103;42;;;
Timbó Grande;Santa Catarina;1;13356;199,9;0;0;0;3;4218251;42;;;
Tio Hugo;Rio Grande do Sul;36;2635458,4;90907,9;9;0,194415943;0;3;4321469;43;;;
Tiradentes do Sul;Rio Grande do Sul;4;499965,9;21799,9;0;0;0;3;4321477;43;;;
Toledo;Paraná;642;76597614,9;2300502,8;296;1,944765664;1;0;4127700;41;;;
Tomazina;Paraná;15;2775631,4;95526,6;6;1,557680376;0;3;4127809;41;;;
Toropi;Rio Grande do Sul;1;739211,9;18651,4;1;1,378854134;0;3;4321493;43;;;
